[2026-02-24 14:50:53 GMT-05:00] | SCAN_START      | SYSTEM               | ---    | Agents: [M4_VOLUME_SPIKE], Tickers: 189
[2026-02-28 04:39:41 GMT-05:00] | TRADE_EXECUTED  | S5_SWING_AGGRESSIVE  | NFLX   | BUY executed: 100 shares @ $96.24 = $9624.00
[2026-02-28 04:40:07 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | TMUS   | Entry=$217.09, SL=$208.16, TP=$246.09
[2026-02-28 04:40:07 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | TMUS   | BUY executed: 100 shares @ $217.09 = $21709.00
[2026-02-28 04:40:07 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND_GEN1 | TMUS   | Entry=$217.09, SL=$207.77, TP=$236.53
[2026-02-28 04:40:07 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND_GEN1 | TMUS   | BUY executed: 100 shares @ $217.09 = $21709.00
[2026-02-28 04:40:07 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW | TMUS   | Entry=$217.09, SL=$206.24, TP=$249.65
[2026-02-28 04:40:07 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW | TMUS   | BUY executed: 100 shares @ $217.09 = $21709.00
[2026-02-28 04:40:32 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND | T      | Entry=$28.01, SL=$26.89, TP=$30.81
[2026-02-28 04:40:32 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND | T      | BUY executed: 100 shares @ $28.01 = $2801.00
[2026-02-28 04:40:32 GMT-05:00] | BUY_SIGNAL      | S2_SWING_BREAKOUT    | T      | Entry=$28.01, SL=$26.89, TP=$31.37
[2026-02-28 04:40:32 GMT-05:00] | TRADE_EXECUTED  | S2_SWING_BREAKOUT    | T      | BUY executed: 100 shares @ $28.01 = $2801.00
[2026-02-28 04:40:32 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | T      | Entry=$28.01, SL=$26.86, TP=$31.75
[2026-02-28 04:40:32 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | T      | BUY executed: 100 shares @ $28.01 = $2801.00
[2026-02-28 04:40:32 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND_GEN1 | T      | Entry=$28.01, SL=$26.81, TP=$30.52
[2026-02-28 04:40:32 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND_GEN1 | T      | BUY executed: 100 shares @ $28.01 = $2801.00
[2026-02-28 04:40:32 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW_GEN1_GEN2_GEN3 | T      | Entry=$28.01, SL=$27.03, TP=$31.86
[2026-02-28 04:40:32 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW_GEN1_GEN2_GEN3 | T      | BUY executed: 100 shares @ $28.01 = $2801.00
[2026-02-28 04:40:32 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW | T      | Entry=$28.01, SL=$26.61, TP=$32.21
[2026-02-28 04:40:32 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW | T      | BUY executed: 100 shares @ $28.01 = $2801.00
[2026-02-28 04:40:45 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | CHTR   | Entry=$234.63, SL=$224.98, TP=$265.97
[2026-02-28 04:40:45 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | CHTR   | BUY executed: 100 shares @ $234.63 = $23463.00
[2026-02-28 04:40:45 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND_GEN1 | CHTR   | Entry=$234.63, SL=$224.55, TP=$255.64
[2026-02-28 04:40:45 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND_GEN1 | CHTR   | BUY executed: 100 shares @ $234.63 = $23463.00
[2026-02-28 04:40:45 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW | CHTR   | Entry=$234.63, SL=$222.90, TP=$269.82
[2026-02-28 04:40:45 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW | CHTR   | BUY executed: 100 shares @ $234.63 = $23463.00
[2026-02-28 04:41:24 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | ROKU   | Entry=$98.41, SL=$94.36, TP=$111.56
[2026-02-28 04:41:24 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | ROKU   | BUY executed: 100 shares @ $98.41 = $9841.00
[2026-02-28 04:41:24 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND_GEN1 | ROKU   | Entry=$98.41, SL=$94.18, TP=$107.22
[2026-02-28 04:41:24 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND_GEN1 | ROKU   | BUY executed: 100 shares @ $98.41 = $9841.00
[2026-02-28 04:41:24 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW | ROKU   | Entry=$98.41, SL=$93.49, TP=$113.17
[2026-02-28 04:41:24 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW | ROKU   | BUY executed: 100 shares @ $98.41 = $9841.00
[2026-02-28 04:42:02 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND | MTCH   | Entry=$31.60, SL=$30.34, TP=$34.76
[2026-02-28 04:42:02 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND | MTCH   | BUY executed: 100 shares @ $31.60 = $3160.00
[2026-02-28 04:42:02 GMT-05:00] | BUY_SIGNAL      | S2_SWING_BREAKOUT    | MTCH   | Entry=$31.60, SL=$30.34, TP=$35.39
[2026-02-28 04:42:02 GMT-05:00] | TRADE_EXECUTED  | S2_SWING_BREAKOUT    | MTCH   | BUY executed: 100 shares @ $31.60 = $3160.00
[2026-02-28 04:42:02 GMT-05:00] | BUY_SIGNAL      | S7_SWING_CONSERVATIVE_GEN1 | MTCH   | Entry=$31.60, SL=$29.50, TP=$37.89
[2026-02-28 04:42:02 GMT-05:00] | TRADE_EXECUTED  | S7_SWING_CONSERVATIVE_GEN1 | MTCH   | BUY executed: 100 shares @ $31.60 = $3160.00
[2026-02-28 04:42:02 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND_GEN1 | MTCH   | Entry=$31.60, SL=$30.24, TP=$34.43
[2026-02-28 04:42:02 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND_GEN1 | MTCH   | BUY executed: 100 shares @ $31.60 = $3160.00
[2026-02-28 04:42:02 GMT-05:00] | BUY_SIGNAL      | S7_SWING_CONSERVATIVE | MTCH   | Entry=$31.60, SL=$29.70, TP=$37.29
[2026-02-28 04:42:02 GMT-05:00] | TRADE_EXECUTED  | S7_SWING_CONSERVATIVE | MTCH   | BUY executed: 100 shares @ $31.60 = $3160.00
[2026-02-28 04:42:02 GMT-05:00] | BUY_SIGNAL      | S10_SWING_TIGHT_RANGE | MTCH   | Entry=$31.60, SL=$30.49, TP=$34.76
[2026-02-28 04:42:02 GMT-05:00] | TRADE_EXECUTED  | S10_SWING_TIGHT_RANGE | MTCH   | BUY executed: 100 shares @ $31.60 = $3160.00
[2026-02-28 04:42:02 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW | MTCH   | Entry=$31.60, SL=$30.02, TP=$36.34
[2026-02-28 04:42:02 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW | MTCH   | BUY executed: 100 shares @ $31.60 = $3160.00
[2026-02-28 04:42:15 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | SPOT   | Entry=$514.94, SL=$493.76, TP=$583.73
[2026-02-28 04:42:15 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | SPOT   | BUY executed: 100 shares @ $514.94 = $51494.00
[2026-02-28 04:42:15 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND_GEN1 | SPOT   | Entry=$514.94, SL=$492.82, TP=$561.05
[2026-02-28 04:42:15 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND_GEN1 | SPOT   | BUY executed: 100 shares @ $514.94 = $51494.00
[2026-02-28 04:42:15 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW | SPOT   | Entry=$514.94, SL=$489.19, TP=$592.18
[2026-02-28 04:42:15 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW | SPOT   | BUY executed: 100 shares @ $514.94 = $51494.00
[2026-02-28 04:42:28 GMT-05:00] | BUY_SIGNAL      | S1_SWING_PULLBACK    | WBD    | Entry=$28.17, SL=$26.76, TP=$32.40
[2026-02-28 04:42:28 GMT-05:00] | TRADE_EXECUTED  | S1_SWING_PULLBACK    | WBD    | BUY executed: 100 shares @ $28.17 = $2817.00
[2026-02-28 04:42:28 GMT-05:00] | BUY_SIGNAL      | S1_STANDARD          | WBD    | Entry=$28.17, SL=$27.32, TP=$29.86
[2026-02-28 04:42:28 GMT-05:00] | TRADE_EXECUTED  | S1_STANDARD          | WBD    | BUY executed: 100 shares @ $28.17 = $2817.00
[2026-02-28 04:42:28 GMT-05:00] | BUY_SIGNAL      | S7_SWING_CONSERVATIVE_GEN1 | WBD    | Entry=$28.17, SL=$26.30, TP=$33.78
[2026-02-28 04:42:28 GMT-05:00] | TRADE_EXECUTED  | S7_SWING_CONSERVATIVE_GEN1 | WBD    | BUY executed: 100 shares @ $28.17 = $2817.00
[2026-02-28 04:42:28 GMT-05:00] | BUY_SIGNAL      | S2_TIGHT_GEN1        | WBD    | Entry=$28.17, SL=$27.45, TP=$29.26
[2026-02-28 04:42:28 GMT-05:00] | TRADE_EXECUTED  | S2_TIGHT_GEN1        | WBD    | BUY executed: 100 shares @ $28.17 = $2817.00
[2026-02-28 04:42:28 GMT-05:00] | BUY_SIGNAL      | S7_SWING_CONSERVATIVE | WBD    | Entry=$28.17, SL=$26.48, TP=$33.24
[2026-02-28 04:42:28 GMT-05:00] | TRADE_EXECUTED  | S7_SWING_CONSERVATIVE | WBD    | BUY executed: 100 shares @ $28.17 = $2817.00
[2026-02-28 04:42:28 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW | WBD    | Entry=$28.17, SL=$26.76, TP=$32.40
[2026-02-28 04:42:28 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW | WBD    | BUY executed: 100 shares @ $28.17 = $2817.00
[2026-03-02 09:22:56 GMT-05:00] | SCAN_START      | SYSTEM               | ---    | Agents: [M3_RS_LEADER, M5_BREAKOUT_FILTERED, M4_VOLUME_SPIKE], Tickers: 366
[2026-03-02 13:40:08 GMT-05:00] | SCAN_COMPLETE   | SYSTEM               | ---    | Analyzed: 1098, Trades: 0
[2026-03-02 14:03:32 GMT-05:00] | SCAN_START      | SYSTEM               | ---    | Agents: [M3_RS_LEADER], Tickers: 366
[2026-03-02 15:21:02 GMT-05:00] | SCAN_COMPLETE   | SYSTEM               | ---    | Analyzed: 366, Trades: 0
[2026-03-03 00:47:55 GMT-05:00] | SCAN_START      | SYSTEM               | ---    | Agents: [M3_RS_LEADER, M5_MA_CROSS, M5_BREAKOUT_FILTERED, M4_VOLUME_SPIKE, I6_AGGRESSIVE_INTRADAY], Tickers: 366
[2026-03-03 07:15:32 GMT-05:00] | SCAN_COMPLETE   | SYSTEM               | ---    | Analyzed: 1830, Trades: 0
[2026-03-03 09:25:11 GMT-05:00] | SCAN_START      | SYSTEM               | ---    | Agents: [M3_RS_LEADER, M5_MA_CROSS, M5_BREAKOUT_FILTERED, M4_VOLUME_SPIKE], Tickers: 366
[2026-03-03 09:54:48 GMT-05:00] | SCAN_START      | SYSTEM               | ---    | Agents: [M3_RS_LEADER, M5_BREAKOUT_FILTERED], Tickers: 366
[2026-03-03 11:35:16 GMT-05:00] | SCAN_START      | SYSTEM               | ---    | Agents: [M3_RS_LEADER, M5_MA_CROSS, M5_BREAKOUT_FILTERED, M4_VOLUME_SPIKE], Tickers: 366
[2026-03-03 12:09:39 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | FANG   | Entry=$179.00, SL=$171.64, TP=$202.91
[2026-03-03 12:09:39 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | FANG   | BUY executed: 100 shares @ $179.00 = $17900.00
[2026-03-03 12:09:39 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND_GEN1 | FANG   | Entry=$179.00, SL=$171.31, TP=$195.03
[2026-03-03 12:09:39 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND_GEN1 | FANG   | BUY executed: 100 shares @ $179.00 = $17900.00
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | M5_MA_CROSS          | SU     | Entry=$58.17, SL=$56.71, TP=$61.08
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | M5_MA_CROSS          | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | M1_AGGRESSIVE        | SU     | Entry=$58.17, SL=$57.00, TP=$60.49
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | M1_AGGRESSIVE        | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | I1_VWAP_BREAKOUT     | SU     | Entry=$58.17, SL=$56.42, TP=$60.49
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | I1_VWAP_BREAKOUT     | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | M2_CONSERVATIVE_V2   | SU     | Entry=$58.17, SL=$56.71, TP=$61.08
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | M2_CONSERVATIVE_V2   | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | M2_CONSERVATIVE      | SU     | Entry=$58.17, SL=$56.42, TP=$61.66
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | M2_CONSERVATIVE      | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | I5_VWAP_RETEST       | SU     | Entry=$58.17, SL=$56.42, TP=$59.91
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | I5_VWAP_RETEST       | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | M5_BREAKOUT_FILTERED | SU     | Entry=$58.17, SL=$56.71, TP=$62.24
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | M5_BREAKOUT_FILTERED | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | I6_AGGRESSIVE_INTRADAY | SU     | Entry=$58.17, SL=$56.42, TP=$61.08
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | I6_AGGRESSIVE_INTRADAY | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | V1_THE_SNIPER        | SU     | Entry=$58.17, SL=$56.13, TP=$64.27
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | V1_THE_SNIPER        | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | M4_VOLUME_SPIKE      | SU     | Entry=$58.17, SL=$57.00, TP=$60.20
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | M4_VOLUME_SPIKE      | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | S2_SWING_BREAKOUT    | SU     | Entry=$58.17, SL=$55.84, TP=$65.15
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | S2_SWING_BREAKOUT    | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | M3_RS_LEADER         | SU     | Entry=$58.17, SL=$56.71, TP=$61.08
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | M3_RS_LEADER         | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | I4_VOLUME_SURGE      | SU     | Entry=$58.17, SL=$56.42, TP=$60.49
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | I4_VOLUME_SURGE      | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | S2_SWING_BREAKOUT_GEN1 | SU     | Entry=$58.17, SL=$55.64, TP=$65.13
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | S2_SWING_BREAKOUT_GEN1 | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | I4_VOLUME_SURGE_GEN1 | SU     | Entry=$58.17, SL=$56.42, TP=$61.48
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | I4_VOLUME_SURGE_GEN1 | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | M5_MA_CROSS_GEN1     | SU     | Entry=$58.17, SL=$56.60, TP=$60.87
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | M5_MA_CROSS_GEN1     | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | M1_AGGRESSIVE_GEN1   | SU     | Entry=$58.17, SL=$56.75, TP=$60.55
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | M1_AGGRESSIVE_GEN1   | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | M2_CONSERVATIVE_GEN1 | SU     | Entry=$58.17, SL=$56.22, TP=$61.62
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | M2_CONSERVATIVE_GEN1 | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | M5_BREAKOUT_FILTERED_GEN1 | SU     | Entry=$58.17, SL=$56.68, TP=$62.61
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | M5_BREAKOUT_FILTERED_GEN1 | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:12:40 GMT-05:00] | BUY_SIGNAL      | I6_AGGRESSIVE_INTRADAY_GEN1 | SU     | Entry=$58.17, SL=$56.42, TP=$60.37
[2026-03-03 12:12:40 GMT-05:00] | TRADE_EXECUTED  | I6_AGGRESSIVE_INTRADAY_GEN1 | SU     | BUY executed: 100 shares @ $58.17 = $5816.71
[2026-03-03 12:13:04 GMT-05:00] | BUY_SIGNAL      | M3_RS_LEADER         | SU     | Entry=$58.47, SL=$56.72, TP=$61.08
[2026-03-03 12:13:04 GMT-05:00] | TRADE_EXECUTED  | M3_RS_LEADER         | SU     | BUY executed: 100 shares @ $58.17 = $5816.97
[2026-03-03 12:25:35 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | TGT    | Entry=$118.48, SL=$113.61, TP=$134.31
[2026-03-03 12:25:35 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW_GEN1_GEN2 | TGT    | BUY executed: 100 shares @ $118.48 = $11847.88
[2026-03-03 12:25:35 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND_GEN1 | TGT    | Entry=$118.48, SL=$113.39, TP=$129.09
[2026-03-03 12:25:35 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND_GEN1 | TGT    | BUY executed: 100 shares @ $118.48 = $11847.88
[2026-03-03 12:25:35 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW | TGT    | Entry=$118.48, SL=$112.55, TP=$136.25
[2026-03-03 12:25:35 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW | TGT    | BUY executed: 100 shares @ $118.48 = $11847.88
[2026-03-04 05:23:17 GMT-05:00] | SCAN_START      | SYSTEM               | ---    | Agents: [M3_RS_LEADER, M5_BREAKOUT_FILTERED, M4_VOLUME_SPIKE, S5_SWING_AGGRESSIVE_GEN1, I6_AGGRESSIVE_INTRADAY], Tickers: 538
[2026-03-04 05:27:46 GMT-05:00] | BUY_SIGNAL      | M3_RS_LEADER         | HON    | Entry=$245.11, SL=$237.75, TP=$256.04
[2026-03-04 05:27:47 GMT-05:00] | DISCORD_SENT    | M3_RS_LEADER         | HON    | BUY_ALERT
[2026-03-04 05:27:47 GMT-05:00] | TRADE_EXECUTED  | M3_RS_LEADER         | HON    | BUY executed: 100 shares @ $243.85 = $24385.00
[2026-03-04 09:29:24 GMT-05:00] | DISCORD_SENT    | S7_SWING_CONSERVATIVE | MSFT   | BUY_ALERT
[2026-03-04 09:29:24 GMT-05:00] | BUY_SIGNAL      | S7_SWING_CONSERVATIVE | MSFT   | Entry=$403.93, SL=$379.69, TP=$476.64
[2026-03-04 09:29:24 GMT-05:00] | TRADE_EXECUTED  | S7_SWING_CONSERVATIVE | MSFT   | BUY executed: 100 shares @ $403.93 = $40393.00
[2026-03-04 09:29:24 GMT-05:00] | DISCORD_SENT    | S1_SWING_PULLBACK    | MSFT   | BUY_ALERT
[2026-03-04 09:29:24 GMT-05:00] | BUY_SIGNAL      | S1_SWING_PULLBACK    | MSFT   | Entry=$403.93, SL=$383.73, TP=$464.52
[2026-03-04 09:29:24 GMT-05:00] | TRADE_EXECUTED  | S1_SWING_PULLBACK    | MSFT   | BUY executed: 100 shares @ $403.93 = $40393.00
[2026-03-04 09:29:25 GMT-05:00] | DISCORD_SENT    | S3_SWING_TREND_FOLLOW | MSFT   | BUY_ALERT
[2026-03-04 09:29:25 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW | MSFT   | Entry=$403.93, SL=$383.73, TP=$464.52
[2026-03-04 09:29:25 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW | MSFT   | BUY executed: 100 shares @ $403.93 = $40393.00
[2026-03-04 09:29:26 GMT-05:00] | DISCORD_SENT    | S7_SWING_CONSERVATIVE_GEN1 | MSFT   | BUY_ALERT
[2026-03-04 09:29:26 GMT-05:00] | BUY_SIGNAL      | S7_SWING_CONSERVATIVE_GEN1 | MSFT   | Entry=$403.93, SL=$377.05, TP=$484.31
[2026-03-04 09:29:26 GMT-05:00] | TRADE_EXECUTED  | S7_SWING_CONSERVATIVE_GEN1 | MSFT   | BUY executed: 100 shares @ $403.93 = $40393.00
[2026-03-04 09:30:43 GMT-05:00] | DISCORD_SENT    | S7_SWING_CONSERVATIVE | ADBE   | BUY_ALERT
[2026-03-04 09:30:43 GMT-05:00] | BUY_SIGNAL      | S7_SWING_CONSERVATIVE | ADBE   | Entry=$270.99, SL=$254.73, TP=$319.77
[2026-03-04 09:30:43 GMT-05:00] | TRADE_EXECUTED  | S7_SWING_CONSERVATIVE | ADBE   | BUY executed: 100 shares @ $270.99 = $27099.00
[2026-03-04 09:30:44 GMT-05:00] | DISCORD_SENT    | S1_SWING_PULLBACK    | ADBE   | BUY_ALERT
[2026-03-04 09:30:44 GMT-05:00] | BUY_SIGNAL      | S1_SWING_PULLBACK    | ADBE   | Entry=$270.99, SL=$257.44, TP=$311.64
[2026-03-04 09:30:44 GMT-05:00] | TRADE_EXECUTED  | S1_SWING_PULLBACK    | ADBE   | BUY executed: 100 shares @ $270.99 = $27099.00
[2026-03-04 09:30:45 GMT-05:00] | DISCORD_SENT    | S6_SWING_MOMENTUM_BLEND_GEN1 | ADBE   | BUY_ALERT
[2026-03-04 09:30:45 GMT-05:00] | BUY_SIGNAL      | S6_SWING_MOMENTUM_BLEND_GEN1 | ADBE   | Entry=$270.99, SL=$259.35, TP=$295.25
[2026-03-04 09:30:45 GMT-05:00] | TRADE_EXECUTED  | S6_SWING_MOMENTUM_BLEND_GEN1 | ADBE   | BUY executed: 100 shares @ $270.99 = $27099.00
[2026-03-04 09:30:46 GMT-05:00] | DISCORD_SENT    | S3_SWING_TREND_FOLLOW | ADBE   | BUY_ALERT
[2026-03-04 09:30:46 GMT-05:00] | BUY_SIGNAL      | S3_SWING_TREND_FOLLOW | ADBE   | Entry=$270.99, SL=$257.44, TP=$311.64
[2026-03-04 09:30:46 GMT-05:00] | TRADE_EXECUTED  | S3_SWING_TREND_FOLLOW | ADBE   | BUY executed: 100 shares @ $270.99 = $27099.00
[2026-03-04 09:30:46 GMT-05:00] | DISCORD_SENT    | S7_SWING_CONSERVATIVE_GEN1 | ADBE   | BUY_ALERT
[2026-03-04 09:30:46 GMT-05:00] | BUY_SIGNAL      | S7_SWING_CONSERVATIVE_GEN1 | ADBE   | Entry=$270.99, SL=$252.95, TP=$324.92
[2026-03-04 09:30:46 GMT-05:00] | TRADE_EXECUTED  | S7_SWING_CONSERVATIVE_GEN1 | ADBE   | BUY executed: 100 shares @ $270.99 = $27099.00
[2026-03-04 09:31:00 GMT-05:00] | DISCORD_SENT    | S1_SWING_PULLBACK    | CRM    | BUY_ALERT
[2026-03-04 09:31:00 GMT-05:00] | BUY_SIGNAL      | S1_SWING_PULLBACK    | CRM    | Entry=$196.05, SL=$186.25, TP=$225.46
[2026-03-04 09:31:00 GMT-05:00] | TRADE_EXECUTED  | S1_SWING_PULLBACK    | CRM    | BUY executed: 100 shares @ $196.05 = $19605.00
[2026-03-04 09:32:31 GMT-05:00] | DISCORD_SENT    | S4_SWING_VALUE       | NOW    | BUY_ALERT
[2026-03-04 09:32:31 GMT-05:00] | BUY_SIGNAL      | S4_SWING_VALUE       | NOW    | Entry=$113.19, SL=$106.40, TP=$133.56
[2026-03-04 09:32:31 GMT-05:00] | TRADE_EXECUTED  | S4_SWING_VALUE       | NOW    | BUY executed: 100 shares @ $113.19 = $11319.00
[2026-03-04 09:33:10 GMT-05:00] | DISCORD_SENT    | S7_SWING_CONSERVATIVE | AMAT   | BUY_ALERT
[2026-03-04 09:33:10 GMT-05:00] | BUY_SIGNAL      | S7_SWING_CONSERVATIVE | AMAT   | Entry=$351.32, SL=$330.24, TP=$414.56
[2026-03-04 09:33:10 GMT-05:00] | TRADE_EXECUTED  | S7_SWING_CONSERVATIVE | AMAT   | BUY executed: 100 shares @ $351.32 = $35132.00
[2026-03-04 09:33:11 GMT-05:00] | DISCORD_SENT    | S3_SWING_TREND_FOLLOW | AMAT   | BUY_ALERT
